,Recency,Frequency,Monetary,cluster
0,-2.1499911720326033,1.129099840442378,1.4365674068018637,5
1,0.3830062249680002,0.5046043605913129,0.6017590402314411,2
2,-0.576597175382276,-1.0424116116640911,0.5906990928162259,3
3,1.3747828294664508,-1.0424116116640911,-0.6727233654078734,1
4,-0.12995379847826843,1.129099840442378,0.5724275509572454,0
5,1.0823328046268001,-1.0424116116640911,-1.6343305569234128,1
6,1.1722215566115273,-1.0424116116640911,0.3716110998921967,2
7,1.1157786584566185,-1.0424116116640911,-0.31503990872548204,1
8,-0.4430715423492224,0.1835695403566569,1.0426724220619463,0
9,-0.19076474190217382,-1.0424116116640911,1.7745467857832282,2
10,-2.1499911720326033,-0.2689036255363892,0.2501832990726645,4
11,0.20336126638777716,0.5046043605913129,1.6072125447495738,0
12,0.1270435227161069,0.1835695403566569,0.9804203699676185,0
13,1.3209057301699785,-1.0424116116640911,-1.091290318997143,1
14,-1.866617702923248,1.5271262990732666,1.550263882038323,5
15,0.6506737529340958,-0.2689036255363892,-0.16743783248042624,2
16,-1.1811308818088533,0.1835695403566569,0.4178413453271556,4
17,1.3305790329431892,-1.0424116116640911,-0.6039685542282205,1
18,-1.665561026920728,-1.0424116116640911,-1.2099311234100074,3
19,0.11347251440305041,0.5046043605913129,1.2710402723008036,0
20,0.22705455124612584,-1.0424116116640911,0.6509597210210395,2
21,0.3544763466336066,0.1835695403566569,0.454091250476042,2
22,1.377033668668062,-1.0424116116640911,-0.59422732781202,1
23,-0.3847973892532296,-1.0424116116640911,-0.07026767755959462,3
24,-0.9585683561234036,-0.2689036255363892,-0.4728697087131099,3
25,1.3859652275165075,-0.2689036255363892,0.6614959601817418,2
26,0.767425341549856,-1.0424116116640911,1.4140308981335865,2
27,0.44536852300895186,-0.2689036255363892,0.10762882646063812,2
28,-0.4741382110115286,0.5046043605913129,0.9720138862035209,0
29,-1.5096093531988537,0.1835695403566569,0.6225011517852962,4
30,1.0140068966663234,0.7536183129455641,0.7022131637399256,2
31,-0.2810688787240975,-0.2689036255363892,-0.3770920954350067,3
32,1.4352179272410668,-0.2689036255363892,-0.42252453245752053,1
33,-0.6967007366969783,0.9570775264843588,1.1322482496854214,0
34,0.42811122724864575,-1.0424116116640911,-0.23922380171174173,3
35,-0.4741382110115286,-1.0424116116640911,-0.31243706289469236,3
36,0.3544763466336066,0.5046043605913129,0.6792022304913355,2
37,0.2721595535267714,-0.2689036255363892,-0.06129815957500266,2
38,-0.576597175382276,1.7305855126120608,1.0913382440035226,0
39,-0.12995379847826843,-0.2689036255363892,0.9493953987095273,2
40,0.04135860276265259,-1.0424116116640911,0.6008748959920452,2
41,0.7056362524547223,0.5046043605913129,0.3367985607673764,2
42,1.3588206518517556,-1.0424116116640911,-1.8354383926045081,1
43,1.4034930419440228,-1.0424116116640911,-1.001377600197179,1
44,0.09963275585864541,-1.0424116116640911,-0.4431882724700418,3
45,0.8627615368100865,-1.0424116116640911,0.5751203259159898,2
46,-0.4741382110115286,-0.2689036255363892,1.297494299415718,0
47,0.09963275585864541,0.7536183129455641,0.5921040881191251,0
48,-0.19076474190217382,0.7536183129455641,1.0839649834784282,0
49,0.41932010544839954,0.1835695403566569,2.2429540835362904,0
50,1.372524717750747,-0.2689036255363892,-0.1950952645189177,2
51,0.3830062249680002,0.1835695403566569,0.4175460032163996,2
52,0.3041751496505565,0.1835695403566569,-0.02850521517925247,2
53,1.125508072681853,0.1835695403566569,-0.3453310909237243,2
54,-0.3847973892532296,2.0516203328467166,3.8470261936472916,5
55,-1.866617702923248,1.409550692377405,1.2441865447855405,5
56,0.6694789673072682,-1.0424116116640911,-0.013420295462819608,2
57,0.2721595535267714,-1.0424116116640911,-0.0998920725330546,3
58,-0.6967007366969783,0.5046043605913129,-0.049743932893130595,4
59,0.5555330226361265,0.1835695403566569,0.0043909554661979355,2
60,-2.634421317144478,1.2781123467190147,0.7050462188557733,5
61,0.9255241289974038,-0.2689036255363892,0.7650417538078176,2
62,0.41041699182546165,-1.0424116116640911,0.10758745769826501,2
63,1.050798810659211,-1.0424116116640911,-0.23384422178206415,1
64,-0.4741382110115286,0.1835695403566569,-0.04939181234807257,4
65,-0.3573866223957681,1.2781123467190147,1.8029771944219724,0
66,-1.0988140887020181,0.5046043605913129,1.2911381238060848,0
67,-0.005775094608688248,-1.0424116116640911,-0.920146562558449,3
68,0.22705455124612584,1.9026078265700799,1.6602841776578365,0
69,-0.005775094608688248,0.5046043605913129,1.4423115647507385,0
70,-2.634421317144478,1.129099840442378,2.3658114877600704,5
71,0.470480864127445,-0.2689036255363892,0.13697472568188085,2
72,0.42811122724864575,-0.2689036255363892,1.9378562757843867,0
73,0.5840629009705207,-1.0424116116640911,-0.3700539110842728,1
74,-2.1499911720326033,2.1830586785051067,1.5097471237553794,5
75,-0.7900238197597017,-0.2689036255363892,1.035055320512373,4
76,1.4927473091207504,-1.0424116116640911,-1.1855354302763148,1
77,-1.866617702923248,-1.0424116116640911,-1.2472181149130486,3
78,-0.5066503506503466,0.7536183129455641,1.4115064503337125,0
79,-0.4741382110115286,-1.0424116116640911,-1.7465830943522709,3
80,0.20336126638777716,-1.0424116116640911,0.3120499653017386,2
81,1.2045967539616713,-1.0424116116640911,-0.3654206314853916,1
82,0.010291934100346095,-1.0424116116640911,-0.6563721746810574,3
83,-0.4741382110115286,0.5046043605913129,1.339001271540924,0
84,0.8948471369373366,-0.2689036255363892,-0.9920621565030405,1
85,-0.9585683561234036,0.7536183129455641,2.075958764270494,0
86,-0.6543310998181794,-1.0424116116640911,-0.5369591414091766,3
87,0.7886052947624315,-1.0424116116640911,0.03159490981134642,2
88,0.17883647046404863,-1.0424116116640911,1.0469942390452909,2
89,0.3641162921308159,0.7536183129455641,0.9371670476890681,0
90,0.010291934100346095,0.1835695403566569,1.072367280059751,0
91,0.2936654032097009,0.9570775264843588,0.8845472693490317,0
92,0.34470157235851007,-0.2689036255363892,0.11806813860601563,2
93,0.8903526843545758,-1.0424116116640911,-0.06518677288897165,1
94,-0.576597175382276,-0.2689036255363892,0.2583953759394046,4
95,0.14035601984884935,0.5046043605913129,0.4572705393345919,2
96,-1.0251792080869786,1.2781123467190147,0.2749080689463617,4
97,-0.6543310998181794,-0.2689036255363892,0.0027783207538347758,4
98,1.0252492565342726,-0.2689036255363892,-0.026804198513915353,2
99,-2.1499911720326033,2.635531844398153,2.6073812506848677,5
100,-0.2122705915851033,1.129099840442378,1.759512997708641,0
101,0.15341967063108666,0.1835695403566569,1.0770840501267065,0
102,-0.6543310998181794,2.1830586785051067,1.8398395898789803,5
103,0.15341967063108666,-1.0424116116640911,-0.017276805842103372,3
104,-0.6967007366969783,1.6334863728145412,1.7367146365985497,5
105,-0.4430715423492224,0.9570775264843588,2.3854153570278904,0
106,-1.665561026920728,-1.0424116116640911,-0.17623751340095248,4
107,-0.9585683561234036,-1.0424116116640911,-0.2912495014783064,3
108,-0.3055936746478267,0.5046043605913129,1.0677730264188903,0
109,-0.4430715423492224,1.5271262990732666,1.6071469013253512,0
110,-0.6543310998181794,1.2781123467190147,0.8307593850209961,0
111,-0.14964200092595234,0.5046043605913129,1.4151661479503719,0
112,-1.0251792080869786,0.1835695403566569,0.48612033385579534,4
113,1.4310702297971531,-1.0424116116640911,-0.6604490625971525,1
114,-1.5096093531988537,1.5271262990732666,1.5810472919663978,5
115,-0.07401315328641334,-1.0424116116640911,-0.3787381931804404,3
116,0.2611532635708832,-0.2689036255363892,-0.8809636376610354,3
117,0.9382701047887128,-0.2689036255363892,-0.46811414243820815,2
118,-0.6967007366969783,1.129099840442378,0.37510353336348107,0
119,0.44536852300895186,-1.0424116116640911,0.27158364239623967,2
120,-0.5066503506503466,0.1835695403566569,-0.5343575329315223,3
121,-0.4430715423492224,1.6334863728145412,1.3689028987682357,0
122,1.4331471554505126,-1.0424116116640911,0.8774981152608008,2
123,0.5555330226361265,0.7536183129455641,1.192169790155189,0
124,-0.6143839435901435,-0.2689036255363892,-0.37185463315821515,3
125,1.175227518097191,-1.0424116116640911,-1.7881414727066416,1
126,0.7886052947624315,0.1835695403566569,0.3515618847313573,2
127,-0.3573866223957681,-0.2689036255363892,-0.429817660524232,3
128,1.31356186258226,-1.0424116116640911,-1.1704338466325523,1
129,0.834036193513431,-0.2689036255363892,0.14533677413488813,2
130,0.2936654032097009,-0.2689036255363892,-1.2815883326551765,3
131,0.6694789673072682,-1.0424116116640911,-0.15833020280325266,1
132,1.2704227827456238,-1.0424116116640911,0.3242825865684791,2
133,1.4655650231571702,-1.0424116116640911,-0.7167752428682918,1
134,0.41041699182546165,-0.2689036255363892,0.4473559093963705,2
135,-0.3055936746478267,0.5046043605913129,0.9876436195162517,0
136,-2.634421317144478,0.7536183129455641,0.8007231628659945,4
137,0.2721595535267714,-1.0424116116640911,-0.6936344853859997,3
138,0.41932010544839954,0.7536183129455641,0.9957074958292013,0
139,0.834036193513431,-1.0424116116640911,-0.1766940302699732,1
140,-0.07401315328641334,-0.2689036255363892,-1.2002943263339287,3
141,-0.576597175382276,1.6334863728145412,0.7247036496539977,0
142,-1.0988140887020181,1.2781123467190147,1.384025947899199,0
143,-2.634421317144478,0.1835695403566569,0.43822278061769443,4
144,0.44536852300895186,0.1835695403566569,-0.5792376085006842,2
145,-1.0988140887020181,0.9570775264843588,0.7105213599456635,4
146,0.22705455124612584,0.5046043605913129,0.5576399824696514,2
147,-0.7418057389776239,-1.0424116116640911,-1.5796079101090585,3
148,-0.2573755938657489,-1.0424116116640911,-0.6213498528871928,3
149,0.7727808081235078,-1.0424116116640911,0.29492331573985836,2
150,0.5257887478745276,-0.2689036255363892,0.04205329053473027,2
151,0.21530830889924144,-1.0424116116640911,1.4788511364070793,2
152,-0.2810688787240975,-1.0424116116640911,-0.5022524479463112,3
153,-0.4741382110115286,0.5046043605913129,1.6904263140118376,0
154,-0.540749062975104,2.1192735390432738,2.276899732398748,5
155,-0.2573755938657489,0.1835695403566569,0.17117567322775087,2
156,-0.12995379847826843,-1.0424116116640911,-0.6140323038485347,3
157,0.3830062249680002,-0.2689036255363892,0.1627319208893837,2
158,0.05638896631052255,-0.2689036255363892,0.32729416936900246,2
159,1.061469017430931,-0.2689036255363892,-1.2051512337822,1
160,0.9382701047887128,-1.0424116116640911,-1.8601731360978282,1
161,0.41932010544839954,-1.0424116116640911,0.15539808575919486,2
162,1.4753947909380598,-1.0424116116640911,-1.1236442260491635,1
163,-0.05631891786322895,-1.0424116116640911,-0.6111946484222682,3
164,-1.1811308818088533,1.5271262990732666,1.264580904729593,5
165,0.09963275585864541,-0.2689036255363892,-0.0954594257263057,2
166,-0.6967007366969783,0.7536183129455641,1.3120387961137112,0
167,-1.1811308818088533,-1.0424116116640911,-0.7423865280879005,3
168,1.377033668668062,-0.2689036255363892,-0.2066626871283982,2
169,-1.5096093531988537,-0.2689036255363892,0.8337109889590051,4
170,1.3588206518517556,-1.0424116116640911,-0.8408041675686804,1
171,-1.1811308818088533,1.129099840442378,1.2905068554914043,0
172,1.2545383497183624,-1.0424116116640911,-0.4205269774108365,1
173,1.3257591175081194,-1.0424116116640911,-1.2369062466772889,1
174,0.47865505050318646,-1.0424116116640911,-0.6638983425673417,1
175,-0.4430715423492224,1.5271262990732666,2.0244800012172757,0
176,-2.1499911720326033,2.8251283189744187,1.2331815808544833,5
177,-0.05631891786322895,-0.2689036255363892,-0.2160441811308758,2
178,-1.0988140887020181,-0.2689036255363892,0.23431621570996045,4
179,1.1569947022789855,-1.0424116116640911,-1.1601542174193544,1
180,1.3881803956721497,-1.0424116116640911,-1.0573196344652598,1
181,-0.12995379847826843,0.7536183129455641,0.5016433222740249,0
182,-0.14964200092595234,0.1835695403566569,-0.03132777715637926,2
183,-0.5066503506503466,-0.2689036255363892,1.0147510587099173,4
184,0.41041699182546165,-1.0424116116640911,-0.45409716115856663,3
185,1.2160073742545592,-1.0424116116640911,-0.4681988170129321,1
186,-0.05631891786322895,-1.0424116116640911,-1.069482751010549,3
187,1.1929967371552324,-0.2689036255363892,-0.5305509069156619,1
188,-1.866617702923248,1.9795994649663122,1.8248001749130203,5
189,-1.665561026920728,1.409550692377405,0.9635149896343969,5
190,1.1782206060466918,-0.2689036255363892,0.7300088149850642,2
191,-0.6543310998181794,-1.0424116116640911,-0.9958896638255387,3
192,-1.1811308818088533,-1.0424116116640911,-1.5091326150580786,3
193,-0.07401315328641334,-1.0424116116640911,-1.091290318997143,3
194,-0.2810688787240975,-0.2689036255363892,-0.13507193632045447,3
195,1.1059118832641237,-1.0424116116640911,2.0719940467388227,2
196,1.3903885648646093,-1.0424116116640911,-0.4915025685375491,1
197,0.5257887478745276,-0.2689036255363892,-0.42312476825674533,2
198,0.6442911974511256,0.1835695403566569,-0.4631340647116804,2
199,-0.09216703027040093,1.409550692377405,1.2472163720546956,0
200,0.11347251440305041,-0.2689036255363892,-0.33117561533758316,2
201,-0.576597175382276,0.5046043605913129,1.2439526204028843,0
202,-1.0251792080869786,1.129099840442378,1.1398495231995738,0
203,-0.2810688787240975,1.129099840442378,0.21524006013459537,0
204,-0.2810688787240975,1.5271262990732666,0.983549837976908,0
205,1.0326449336752235,0.7536183129455641,-0.3368366914218386,2
206,0.21530830889924144,-1.0424116116640911,-1.1981917466963972,3
207,-0.4741382110115286,-1.0424116116640911,-0.08292215347267426,3
208,0.41932010544839954,-0.2689036255363892,-0.8498402731598071,3
209,0.22705455124612584,-1.0424116116640911,0.6776312595774392,2
210,0.41041699182546165,0.1835695403566569,0.28143265105104454,2
211,-0.4430715423492224,0.5046043605913129,0.7588925391575434,0
212,0.1270435227161069,-1.0424116116640911,0.3488928590288731,2
213,0.3736250778325747,-1.0424116116640911,-0.014069785252969496,2
214,0.19120643883895416,0.5046043605913129,1.217655851201251,0
215,1.298638484869732,-1.0424116116640911,-0.616829071847355,1
216,-2.1499911720326033,0.5046043605913129,0.9039653106392269,4
217,0.5482147885633485,-0.2689036255363892,-0.046906209393742605,2
218,-0.2810688787240975,-1.0424116116640911,-0.5210672517337568,3
219,-0.4741382110115286,-1.0424116116640911,-1.285792216216407,3
220,-0.6967007366969783,1.2781123467190147,1.1497533432029607,0
221,-0.7418057389776239,0.1835695403566569,0.5231935269034546,4
222,-2.1499911720326033,2.300634285200968,2.31842556067643,5
223,1.1722215566115273,-1.0424116116640911,-1.1523810812813358,1
224,1.293592362095757,-1.0424116116640911,-0.7449512968349788,1
225,0.624786164960724,-0.2689036255363892,-0.1428725541723879,2
226,1.1092163100725991,-0.2689036255363892,1.0185262039750116,2
227,-0.4430715423492224,1.409550692377405,1.744318218208377,0
228,-0.9585683561234036,0.9570775264843588,1.438570291497672,0
229,-1.665561026920728,0.1835695403566569,0.05993003802632892,4
230,-1.0251792080869786,-0.2689036255363892,0.33464158467317995,4
231,0.19120643883895416,-1.0424116116640911,-0.2789438089465154,3
232,0.21530830889924144,0.5046043605913129,0.7451795209293001,0
233,0.510428020355481,-0.2689036255363892,0.6388855887470357,2
234,0.3041751496505565,1.2781123467190147,1.7139968497128721,0
235,-0.19076474190217382,-1.0424116116640911,-0.22839043497591827,3
236,1.1929967371552324,-1.0424116116640911,-0.49751795351147104,1
237,-0.4133272675876232,0.1835695403566569,0.3058267615357623,4
238,0.6817404215964019,-1.0424116116640911,-1.237016426341242,1
239,-0.3847973892532296,0.1835695403566569,0.23018903321115614,4
240,0.7565896986386464,0.7536183129455641,0.7728006005930962,0
241,0.767425341549856,-1.0424116116640911,-0.28328827076782814,1
242,-0.1699009547063044,0.5046043605913129,0.7035052899123962,0
243,-1.5096093531988537,-0.2689036255363892,0.549617939039859,4
244,-0.4741382110115286,1.7305855126120608,1.2146845153774097,0
245,0.8903526843545758,-1.0424116116640911,-0.6574430367706434,1
246,0.6313485133447436,0.1835695403566569,-0.15462412275123216,2
247,-1.866617702923248,-1.0424116116640911,-0.8288124286311008,3
248,1.428987113596181,-1.0424116116640911,-1.435336262182899,1
249,1.4205919980212867,-1.0424116116640911,0.12475740756658416,1
250,0.8627615368100865,-0.2689036255363892,0.9475605961851274,2
251,-0.9585683561234036,0.7536183129455641,-0.20016018750243356,4
252,-0.6543310998181794,0.7536183129455641,1.3440990381995293,0
253,-0.9585683561234036,0.5046043605913129,0.4681745908836481,4
254,-0.576597175382276,-1.0424116116640911,-0.05858473667924318,3
255,-0.2573755938657489,-1.0424116116640911,-1.7861753508855187,3
256,-0.9585683561234036,-1.0424116116640911,-0.8813528861160992,3
257,-2.634421317144478,1.6334863728145412,1.3203558428657807,5
258,-1.1811308818088533,1.409550692377405,1.4996475625706696,5
259,1.4078071603836053,-1.0424116116640911,-2.1825118939348234,1
260,0.20336126638777716,-1.0424116116640911,-0.313763635822228,3
